 26, 609;
 27, 609;
 28, 610;
 29, 610;
 30, 611;
 31, 611;
 32, 612;
 33, 612;
 34, 613;
 35, 613;
 36, 614;
 37, 614;
 38, 615;
 39, 615;
 40, 616;
 41, 616;
 42, 617;
 43, 617;
 44, 618;
 45, 618;
 46, 619;
 47, 619;
 49, 621;
 51, 621;
 52, 622;
 53, 622;
 54, 623;
 55, 623;
 56, 624;
 57, 624;
 58, 625;
 59, 625;
 60, 626;
 61, 626;
 62, 627;
 63, 627;
 65, 629;
 66, 629;
 67, 630;
 68, 630;
 69, 631;
 70, 631;
 71, 632;
 72, 632;
 73, 633;
 74, 633;
 76, 635;
 77, 635;
 79, 637;
 80, 637;
 81, 638;
 82, 638;
 84, 640;
 85, 640;
 86, 641;
 87, 641;
 88, 642;
 89, 642;
 90, 643;
 91, 643;
 93, 645;
 94, 645;
 95, 646;
 96, 646;
 97, 647;
 98, 647;
 99, 648;
 100, 648;
 102, 650;
 103, 650;
 104, 651;
 105, 651;
 107, 653;
 108, 653;
 109, 654;
 110, 654;
 111, 655;
 112, 655;
 114, 657;
 115, 657;
 116, 658;
 117, 658;
 118, 659;
 119, 659;
 120, 660;
 121, 660;
 123, 662;
 124, 662;
 125, 663;
 126, 663;
 128, 665;
 129, 665;
 130, 666;
 131, 666;
 132, 667;
 133, 667;
 135, 669;
 136, 669;
 137, 670;
 138, 670;
 139, 671;
 140, 671;
 141, 672;
 142, 672;
 143, 673;
 144, 673;
 146, 675;
 147, 675;
 148, 676;
 149, 676;
 150, 677;
 151, 677;
 152, 678;
 153, 678;
 154, 679;
 155, 679;
 156, 680;
 157, 680;
 158, 681;
 159, 681;
 161, 683;
 162, 683;
 163, 684;
 164, 684;
 165, 685;
 166, 685;
 167, 686;
 168, 686;
 169, 687;
 170, 687;
 171, 688;
 172, 688;
 173, 689;
 174, 689;
 176, 691;
 178, 691;
 180, 693;
 181, 693;
 182, 694;
 183, 694;
 184, 695;
 185, 695;
 186, 696;
 187, 696;
 188, 697;
 189, 697;
 191, 699;
 193, 699;
 194, 700;
 195, 700;
 196, 701;
 197, 701;
 198, 702;
 199, 702;
 200, 703;
 201, 703;
 202, 704;
 203, 704;
 204, 705;
 205, 705;
 206, 706;
 207, 706;
 208, 707;
 209, 707;
 211, 709;
 213, 709;
 214, 710;
 215, 710;
 216, 711;
 217, 711;
 218, 712;
 219, 712;
 220, 713;
 222, 713;
 223, 714;
 224, 714;
 225, 715;
 226, 715;
 227, 716;
 228, 716;
 229, 717;
 231, 717;
 232, 718;
 233, 718;
 234, 719;
 235, 719;
 236, 720;
 238, 720;
 239, 721;
 240, 721;
 241, 722;
 243, 722;
 244, 723;
 245, 723;
 246, 724;
 248, 724;
 249, 725;
 251, 725;
 252, 726;
 253, 726;
 254, 727;
 256, 727;
 257, 728;
 259, 728;
 260, 729;
 262, 729;
 263, 730;
 265, 730;
 266, 731;
 268, 731;
 269, 732;
 271, 732;
 272, 733;
 275, 733;
 276, 734;
 278, 734;
 279, 735;
 281, 735;
 282, 736;
 285, 736;
 286, 737;
 289, 737;
 290, 738;
 293, 738;
 294, 739;
 297, 739;
 298, 740;
 302, 740;
 303, 741;
 307, 741;
 308, 742;
 312, 742;
 313, 743;
 319, 743;
 320, 744;
 328, 744;
 329, 745;
 337, 745;
 338, 746;
 348, 746;
 349, 747;
 383, 747;
 384, 746;
